Date,Latitude,Longitude,Species,Lat_MapAdjusted,Long_MapAdjusted,ID_Species,Fish_ID,Geolocation_Numb,Unique_Acquistion_ID
8/6/2015 0:00,49.50461,103.33837,Taimen,49.50431279,103.3381574,157-Taimen,157,21,157U
6/21/2016 0:00,49.43148,103.50161,Taimen,49.43142303,103.5016003,157-Taimen,157,22,157V
4/21/2015 0:00,49.44241667,103.48836,Taimen,49.44252949,103.4886751,157-Taimen,157,5,157E
4/29/2015 0:00,49.44430556,103.4853,Taimen,49.44400551,103.4851027,157-Taimen,157,6,157F
5/7/2015 0:00,49.44861111,103.462,Taimen,49.44897678,103.4623433,157-Taimen,157,7,157G
5/7/2015 0:00,49.44863889,103.4619167,Taimen,49.44900939,103.4622612,157-Taimen,157,8,157H
5/7/2015 0:00,49.44869444,103.4618889,Taimen,49.44903299,103.4622013,157-Taimen,157,9,157I
5/7/2015 0:00,49.44886111,103.4614167,Taimen,49.44921621,103.4617137,157-Taimen,157,10,157J
5/7/2015 0:00,49.44872222,103.4616944,Taimen,49.44909824,103.4620328,157-Taimen,157,11,157K
5/7/2015 0:00,49.44869444,103.4616944,Taimen,49.44909095,103.4620519,157-Taimen,157,12,157L
5/7/2015 0:00,49.44877778,103.4616111,Taimen,49.44913763,103.4619286,157-Taimen,157,13,157M
5/7/2015 0:00,49.44875,103.4616111,Taimen,49.44913036,103.461948,157-Taimen,157,14,157N
5/7/2015 0:00,49.44875,103.4616389,Taimen,49.44912252,103.4619689,157-Taimen,157,15,157O
5/8/2015 0:00,49.44905556,103.4613611,Taimen,49.44927732,103.4615379,157-Taimen,157,16,157P
5/9/2015 0:00,49.44908333,103.4615833,Taimen,49.44922154,103.4616987,157-Taimen,157,17,157Q
5/10/2015 0:00,49.45016667,103.4613056,Taimen,49.44945146,103.4609693,157-Taimen,157,18,157R
6/15/2015 0:00,49.44431,103.48513,Taimen,49.44417765,103.484759,157-Taimen,157,19,157S
10/1/2014 0:00,49.44371033,103.4836807,Taimen,49.44425554,103.4838653,157-Taimen,157,1,157A
12/16/2014 0:00,49.44184,103.48938,Taimen,49.44180906,103.4889859,157-Taimen,157,2,157B
12/19/2014 0:00,49.44363,103.48678,Taimen,49.44343888,103.4866013,157-Taimen,157,3,157C
2/25/2015 0:00,49.59766,103.21056,Taimen,49.5975713,103.2105104,158-Taimen,158,3,158C
8/5/2015 0:00,49.59777,103.21023,Taimen,49.59765945,103.2101636,158-Taimen,158,6,158F
4/29/2015 0:00,49.59580556,103.21667,Taimen,49.59572747,103.2165452,158-Taimen,158,4,158D
6/14/2015 0:00,49.59745,103.21227,Taimen,49.59725333,103.212162,158-Taimen,158,5,158E
10/2/2014 0:00,49.59072876,103.2174835,Taimen,49.59088313,103.2179798,158-Taimen,158,1,158A
12/21/2014 0:00,49.5982,103.20902,Taimen,49.59795543,103.2088976,158-Taimen,158,2,158B
2/26/2015 0:00,49.40238,103.63363,Taimen,49.40246591,103.633498,159-Taimen,159,3,159C
7/5/2015 0:00,50.22943,102.06236,Taimen,50.22933828,102.0621322,159-Taimen,159,12,159L
6/19/2016 0:00,49.86293,102.53576,Taimen,49.86307546,102.5353538,159-Taimen,159,13,159M
4/21/2015 0:00,49.40288889,103.634,Taimen,49.40284357,103.6340707,159-Taimen,159,4,159D
4/25/2015 0:00,49.40411111,103.63656,Taimen,49.40431322,103.6362303,159-Taimen,159,5,159E
4/27/2015 0:00,49.40377778,103.63601,Taimen,49.40395859,103.6357176,159-Taimen,159,6,159F
4/30/2015 0:00,49.40302778,103.63495,Taimen,49.4032241,103.6346395,159-Taimen,159,7,159G
5/3/2015 0:00,49.40372222,103.63514,Taimen,49.40364615,103.6352619,159-Taimen,159,8,159H
5/8/2015 0:00,49.40380556,103.6360833,Taimen,49.40399702,103.6357734,159-Taimen,159,9,159I
5/9/2015 0:00,49.40416667,103.6361389,Taimen,49.40420571,103.6360753,159-Taimen,159,10,159J
5/10/2015 0:00,49.40419444,103.6364722,Taimen,49.40432889,103.6362528,159-Taimen,159,11,159K
10/4/2014 0:00,49.40438,103.63493,Taimen,49.40392378,103.635667,159-Taimen,159,1,159A
12/15/2014 0:00,49.40307,103.63387,Taimen,49.40289352,103.6341458,159-Taimen,159,2,159B
7/7/2011 0:00,50.277821,101.966209,Taimen,50.277821,101.966209,160-Taimen,160,1,160A
6/21/2016 0:00,49.47535,103.35597,Pike,49.47508582,103.3554119,181-Pike,181,2,181B
2/7/2015 0:00,49.42672,103.53775,Pike,49.42661011,103.5378057,181-Pike,181,1,181A
6/19/2016 0:00,49.80791,102.62691,Unknown,49.80791,102.62691,185-Unknown,185,1,185A
6/19/2016 0:00,49.78964,102.64596,Unknown,49.792339,102.65568,189-Unknown,189,1,189A
6/12/2015 0:00,49.43475,103.55743,Pike,49.43475,103.55743,190-Pike,190,1,190A
4/19/2015 0:00,49.38755556,103.64317,Lenok,49.38750112,103.6432079,204-Lenok,204,1,204A
4/20/2015 0:00,49.38619444,103.64239,Lenok,49.38734048,103.6423772,204-Lenok,204,2,204B
4/21/2015 0:00,49.38877778,103.62858,Lenok,49.38821342,103.628606,204-Lenok,204,3,204C
4/27/2015 0:00,49.39933333,103.62754,Lenok,49.3991168,103.6277453,204-Lenok,204,4,204D
5/8/2015 0:00,49.39955556,103.6276667,Lenok,49.39921951,103.6279956,204-Lenok,204,5,204E
5/9/2015 0:00,49.39972222,103.62825,Lenok,49.39945627,103.6285372,204-Lenok,204,6,204F
5/10/2015 0:00,49.3995,103.6276944,Lenok,49.39921164,103.6279767,204-Lenok,204,7,204G
4/18/2015 0:00,49.38738889,103.64314,Lenok,49.38746724,103.6430891,206-Lenok,206,1,206A
4/18/2015 0:00,49.38758333,103.64314,Lenok,49.3874984,103.6431987,206-Lenok,206,2,206B
7/25/2015 0:00,49.46921,103.86078,Lenok,49.46982078,103.8603917,207-Lenok,207,3,207C
6/22/2016 0:00,49.4744,103.86441,Lenok,49.47414981,103.8645215,207-Lenok,207,4,207D
4/17/2015 0:00,49.38758333,103.64319,Lenok,49.38751126,103.6432416,207-Lenok,207,1,207A
4/18/2015 0:00,49.38733333,103.64257,Lenok,49.38736073,103.6425615,207-Lenok,207,2,207B
